SK_ID_CURR,TARGET
100001,0.07211908676701617
100005,0.13072055246339825
100013,0.06374882242246219
100028,0.059108496266793466
100038,0.13301951230330575
100042,0.07676358308231333
100057,0.04662085790865468
100065,0.04616084895250318
100066,0.09099382705915719
100067,0.11403120201057046
100074,0.05967324613845891
100090,0.0403879082351497
100091,0.15185300260998816
100092,0.043883923003085065
100106,0.02496034610414389
100107,0.12412821194774035
100109,0.12241305469175037
100117,0.06679530045198585
100128,0.08022881173867573
100141,0.11432304464078362
100150,0.0944686326371241
100168,0.04415744487943091
100169,0.10854600630679209
100170,0.09719674783889379
100171,0.0852915952543202
100172,0.15339773286255573
100184,0.05057648037870597
100187,0.08317295330689325
100212,0.034252019126977076
100222,0.06547099776661176
100223,0.07746494035839831
100232,0.05705841175127546
100241,0.05878824232481467
100245,0.05878824232481467
100253,0.027856717773798917
100256,0.21280549838686003
100271,0.015065802671984522
100278,0.15279795291122816
100280,0.04925350054148235
100306,0.09466221309698684
100311,0.08452742724523446
100312,0.026133414541829623
100330,0.13985291846142103
100331,0.04290269575109056
100352,0.04074825817473916
100358,0.08601248713870695
100367,0.031989601256311194
100382,0.1016266999914841
100384,0.06331984918895635
100385,0.1121087276198477
100386,0.09888869974867634
100399,0.05878824232481467
100404,0.050777779158288745
100416,0.11350242584831871
100422,0.07631537648166385
100426,0.02604268494063134
100438,0.09326532974188595
100444,0.1182002589842742
100445,0.09431083123177905
100446,0.06318894112312676
100447,0.03740962194935777
100450,0.195108772775262
100466,0.0365170534366745
100483,0.0723317239026423
100484,0.02026785657444554
100494,0.12393173422902953
100510,0.10855770060189988
100512,0.06842276836311212
100517,0.11482676525801067
100548,0.09034752031969889
100551,0.08277510872300228
100552,0.0832296629768218
100553,0.04837964061473873
100561,0.10080120702005893
100568,0.1820263610706964
100569,0.023583486417933938
100591,0.045774401775530445
100592,0.06124948392284266
100602,0.03020612886195678
100607,0.05180883579679786
100613,0.05660048528139572
100617,0.06661773330447962
100618,0.0636946656226903
100622,0.060596680376130294
100625,0.05258118675671296
100677,0.07285690919152833
100699,0.07139594621032032
100702,0.09036192357884658
100711,0.04956615540194771
100729,0.08654812333073073
100740,0.0963261783517216
100744,0.06772793469179919
100745,0.06748259530531941
100747,0.03669034193141188
100751,0.13585497656185538
100752,0.1583119324436358
100753,0.07487229044391397
100754,0.11023047308713246
100760,0.022588669796680314
100762,0.1629538301129553
100763,0.02729821210104587
100765,0.043505499072265565
100770,0.05456693956727512
100772,0.05268620243790298
100777,0.029844933351970304
100791,0.05524885355244467
100792,0.04313823412315785
100797,0.0668643081627643
100823,0.07716498153557154
100826,0.055640499274597445
100830,0.13093712382632464
100836,0.10738502726392422
100872,0.052837292506793476
100910,0.07384472687386645
100913,0.03684658649126366
100918,0.020018012143124375
100931,0.08470252878559996
100952,0.039280056099026614
100953,0.031166064934684982
100965,0.12463773284300485
100970,0.06996504897919639
100982,0.09264043458562175
100983,0.08934675811654544
100984,0.13148450773929632
100987,0.07923506898439611
100997,0.06170520178711132
100998,0.17298847419159066
101002,0.04433268173358798
101005,0.04452808606261826
101008,0.2049714481920641
101020,0.04086843958140192
101021,0.10530885810312143
101024,0.06311573026772847
101025,0.11251585226209682
101026,0.03900890282426928
101031,0.05348506807219137
101041,0.039767181500960744
101051,0.035204423330821306
101055,0.11999173264214921
101056,0.14431834285782127
101057,0.13150232492046923
101064,0.09675702432840878
101079,0.06909181975262635
101087,0.0327445921581239
101090,0.05869195342311042
101092,0.054651581278130794
101097,0.12129688830260925
101099,0.029093600270660436
101107,0.05878824232481467
101118,0.050544876334367765
101125,0.08515984875197742
101126,0.028752103804361065
101128,0.031399494330333164
101136,0.06485376146908478
101140,0.07264443097182399
101149,0.05907551365267618
101160,0.14613055167334565
101169,0.09098283011108518
101181,0.09921937864902655
101186,0.04599606206235768
101190,0.06490868301078426
101193,0.11159501986714288
101194,0.0935658916332466
101198,0.12176970549342125
101200,0.0999025281724469
101204,0.03920936129349905
101211,0.09325562341696671
101213,0.11062281940934267
101223,0.10406865073096813
101225,0.15465665735199535
101237,0.07216496426443854
101243,0.07396251440551448
101244,0.0639716934426267
101258,0.04871146567170149
101259,0.0761178810603195
101268,0.07601405382006271
101269,0.09674042775450217
101271,0.024594215317152748
101279,0.04842144116997074
101281,0.09510521578626169
101287,0.05497440598422764
101292,0.06566749439038247
101294,0.05349724206738349
101296,0.16243834305595592
101297,0.035239916674492625
101299,0.044985196414405626
101301,0.15130936246614063
101305,0.09593214958341445
101308,0.05413827455611722
101318,0.05180290155836071
101327,0.05326762979805834
101329,0.09092120262922225
101332,0.05878824232481467
101337,0.10173705844670593
101343,0.041716677012378106
101345,0.13458419128128557
101346,0.04049722468453663
101353,0.03916082530558308
101354,0.12393850904530732
101355,0.05053226013925657
101356,0.09323714862296037
101362,0.23177921501525856
101363,0.10472843686806643
101365,0.03430691946437522
101366,0.04366270719722918
101367,0.12421035257987505
101368,0.0601128872085299
101374,0.06662064696255168
101380,0.0674032146371425
101383,0.04091775159071184
101398,0.03563831963628488
101399,0.03558029287980982
101401,0.10014748198022197
101412,0.05355109952918669
101426,0.15676486376563753
101427,0.16388552264390277
101428,0.05878824232481467
101429,0.1422221776084427
101434,0.04263395418431312
101440,0.09664298834835888
101448,0.12596624589707867
101449,0.058587127712249644
101465,0.09126389636783976
101467,0.05286927222682025
101472,0.060545151609046784
101478,0.1666528894357657
101497,0.0442271789549991
101504,0.038552812822548646
101547,0.04028485973344027
101548,0.07487511845567976
101555,0.1614152885013464
101570,0.05634616486255828
101572,0.03328099046535097
101578,0.05878824232481467
101580,0.062227615381232004
101588,0.06739752045187465
101602,0.14793421407447105
101610,0.1271368418151691
101614,0.05878824232481467
101616,0.0944990036354143
101643,0.11076368886941895
101644,0.05241527023153052
101649,0.024475802811140854
101650,0.06667298236814068
101665,0.06974906754951211
101667,0.11746354897691519
101669,0.08325825276883057
101674,0.06545915212916355
101675,0.037377736839239485
101678,0.03879864412361783
101682,0.12298994600655419
101686,0.04097883172332062
101697,0.2405720846625873
101700,0.10100874927056595
101711,0.05609461360963786
101714,0.1111560035923177
101715,0.15126540714227316
101728,0.058867589258170955
101732,0.1511159676997756
101757,0.03701430479325024
101758,0.10625487545278312
101759,0.046439195503188965
101762,0.04554382165556405
101764,0.03297498677179275
101780,0.13032628230161342
101784,0.10355850194143712
101789,0.04700844757854219
101816,0.05460688054235869
101819,0.06607122261330432
101827,0.05154842241029996
101863,0.05403668692908627
101867,0.03666743773082073
101870,0.03859466723202492
101873,0.21792950408771816
101878,0.06131974212442799
101879,0.10459419388780017
101880,0.08723043259481628
101887,0.07029510184955615
101897,0.0640924647398663
101901,0.08404635422740481
101903,0.08495945405334036
101920,0.10083120714327992
101921,0.03535450567026982
101922,0.03958670272725664
101961,0.10971052991535513
101962,0.06472679624695275
101971,0.06771872136802676
101976,0.07107447845469159
102002,0.09264233699266725
102005,0.03216281338333732
102007,0.18737444715483606
102017,0.07703765805134917
102019,0.04165150508449196
102029,0.06365212765453088
102051,0.19105507037685637
102052,0.03990560738794373
102054,0.06246620586505863
102062,0.06482350663450206
102067,0.15148163249158092
102068,0.08771528341151896
102070,0.05878824232481467
102090,0.13636543807202883
102092,0.052430472625916005
102099,0.05906275655654441
102100,0.07103948025212388
102112,0.09919612777067299
102113,0.09049002729965544
102122,0.11600430554391826
102123,0.05855851960323409
102125,0.051795348134301894
102126,0.127376741335641
102146,0.014138592900777696
102147,0.08769299541436837
102151,0.08633051091318142
102158,0.11238056639861879
102159,0.07717619539761247
102162,0.08567047324238947
102165,0.07597938823413614
102166,0.04130375403090825
102174,0.03971247905062049
102193,0.07944186783582544
102198,0.06603649095842931
102205,0.1422594929130664
102206,0.07943058654348545
102218,0.03715805863021343
102221,0.06420681066345782
102230,0.10020210648858571
102238,0.040910978347579514
102248,0.030699901266446256
102252,0.07936638646480307
102259,0.11485390489954522
102262,0.08558724437296394
102273,0.05571492726979636
102286,0.07796001788155164
102293,0.04377053419613144
102294,0.052096364078953
102296,0.040239255643751685
102298,0.06695233741558619
102303,0.031252029089690894
102309,0.017829961527169688
102315,0.07449212675310925
102340,0.0828710473375973
102342,0.12215723920669916
102344,0.046720552292786655
102346,0.05141014493744685
102347,0.06547741911009979
102374,0.06892946167303876
102380,0.08953151117871999
102387,0.10007476781979037
102393,0.08143424037412031
102403,0.060973267441825144
102413,0.06495023938716527
102414,0.04637924826209047
102415,0.088906586256424
102416,0.04847318203741727
102439,0.09195922695229597
102441,0.05878824232481467
102443,0.06006066720754231
102444,0.08015256862554426
102445,0.06674517074743545
102448,0.06782644353830501
102449,0.09427177916528076
102450,0.12095849000617243
102456,0.07111978223074719
102458,0.09339310657741609
102459,0.15183893156741407
102465,0.0432352596604035
102470,0.18088596312624372
102471,0.06361258181006806
102475,0.06404321125533254
102476,0.09760972140542884
102506,0.04256621797584188
102509,0.06910449273418326
102519,0.06106832525538512
102522,0.04637995707947342
102545,0.07310227201696676
102549,0.10600442328472255
102562,0.049016891234794746
102563,0.04226840345333111
102568,0.12470067035762683
102582,0.054371052958724214
102592,0.0968408510670048
102597,0.09257733072194156
102605,0.06713864732933955
102614,0.059746296657908794
102617,0.27304703267733094
102634,0.05610323955562135
102652,0.15751368656090797
102655,0.06667284624586499
102671,0.0941991905426396
102694,0.11488738612259859
102701,0.1328308939659622
102703,0.0419983937312986
102704,0.04230822689321398
102713,0.09928404974149047
102720,0.08518944150751803
102731,0.05321896629946996
102733,0.0627477897302628
102749,0.08336287454822514
102755,0.26609399414223756
102763,0.04954041433292685
102770,0.0966293200405675
102772,0.04058840992138135
102799,0.05365641770238248
102838,0.08943060356087693
102854,0.0659027799297862
102862,0.0721766003778583
102863,0.058448464149546894
102867,0.030131896045607263
102868,0.10391805529841817
102878,0.05878824232481467
102887,0.15093629003917353
102898,0.15318120912545471
102904,0.06216971030811977
102912,0.03607946935634574
102919,0.05132952261579857
102927,0.09320303372024445
102932,0.06592162092628367
102933,0.053845436886582235
102935,0.07367713914272582
102958,0.08130853836097096
102969,0.17098802255615161
102971,0.05878824232481467
102975,0.06159570719806339
102979,0.04311033047493327
102982,0.07236166178036554
102987,0.13843654828945537
102989,0.10820043651802269
102995,0.07313027117495097
102996,0.043031656582604105
103000,0.08064215285555641
103001,0.14273254949826927
103004,0.034493598447269964
103010,0.02252403716533597
103025,0.24132138076782647
103029,0.04641779053694682
103046,0.05092715517402947
103056,0.03022543610186579
103062,0.1126859996343792
103078,0.033382909320083795
103083,0.049035628743087784
103092,0.057071629734765476
103096,0.03273684701942466
103097,0.039131049715232354
103102,0.11535219435113392
103112,0.053703268072805774
103132,0.04042372154882688
103144,0.03885756292438684
103145,0.11071061583400921
103146,0.05639000266685951
103147,0.043789618243446515
103158,0.04016046419556584
103171,0.03570576488438645
103173,0.06100754249133705
103184,0.0330210269986357
103195,0.045515025568359346
103196,0.12556709040095962
103206,0.029978171846069976
103230,0.07123300509995997
103231,0.12459462101481988
103232,0.04649127102347517
103239,0.14529017612955794
103240,0.1418314236747497
103243,0.027932119876494403
103252,0.05762873450289579
103258,0.07588771641773259
103259,0.05936261093118517
103279,0.056811128021605733
103280,0.040970111134951345
103286,0.09275052561401698
103287,0.16592736881414077
103290,0.017147120713185096
103298,0.06813743941894297
103315,0.027643533657548278
103319,0.0280965587281452
103334,0.09921809586995455
103336,0.0707194133007285
103345,0.03973577454223217
103368,0.10885738113732732
103371,0.15346679859458046
103377,0.046054789802150456
103398,0.07132500469478821
103404,0.09257919722807134
103408,0.06411474888455293
103410,0.11061102034870465
103418,0.06269392254727589
103420,0.06500200261799122
103432,0.04219583272872357
103433,0.1136394879177538
103436,0.033537708223062936
103440,0.05113112944246495
103453,0.09196518564794766
103459,0.08236470652833591
103460,0.06326181572430568
103461,0.03370937206536344
103462,0.06725855510785901
103473,0.11804709769699424
103474,0.06424468728238134
103475,0.108605638189955
103478,0.046377839142528555
103480,0.057146323229223576
103484,0.039640861557185006
103494,0.157988942668308
103513,0.0448038856068563
103515,0.05437015989223985
103516,0.09077686858998171
103525,0.09186494118944794
103541,0.10161986349301369
103544,0.04003456051394508
103562,0.10268828506095595
103570,0.15522979306741266
103572,0.08724741840177672
103574,0.03377269344364178
103575,0.060744678512923006
103591,0.16329347881182416
103594,0.02463868967832783
103609,0.11451147635523452
103613,0.17993022055427463
103614,0.06589182969676097
103615,0.09047683843786553
103624,0.049472743818364015
103625,0.12393573222243773
103628,0.06779350462143802
103629,0.04873175453763871
103647,0.0896297564986297
103648,0.1260969894719908
103651,0.08692036950841836
103658,0.08902065019485697
103668,0.12187111550989135
103669,0.08814573221870302
103676,0.1272979280692661
103682,0.060782533155895865
103683,0.14388008967732202
103689,0.053228912088093855
103725,0.0704976780272804
103733,0.08253470846277158
103744,0.10846128029828764
103762,0.11953340554995111
103771,0.1588718450487125
103773,0.02090387636936778
103783,0.06829416769391056
103784,0.03658189763729046
103808,0.05611690023817763
103812,0.06472750917859801
103813,0.08933750573105084
103814,0.07644806705869173
103818,0.03743210687064811
103824,0.045410427803837014
103828,0.025317173170080184
103830,0.11898851725134038
103840,0.03048158785087924
103842,0.054224496572849015
103847,0.03934904439729371
103848,0.0942772603234277
103851,0.04360647714146804
103854,0.11440987411480735
103857,0.1268186197981976
103861,0.047530198243071545
103862,0.10580944824510294
103865,0.045767475877190184
103870,0.08520080916954503
103876,0.08932859094352372
103891,0.06281001028705412
103908,0.06604485877867057
103914,0.1076853623523439
103918,0.0677591380418487
103940,0.04854959420129967
103963,0.06986060310865683
103966,0.1012203734804927
103971,0.06702428976182764
103980,0.08044539298236522
103984,0.04420981585541574
103985,0.11003474685644613
103998,0.11246705121152327
104019,0.08103831920619771
104026,0.039459602445088476
104035,0.06352296169403827
104044,0.10426815214712054
104045,0.10281399378915468
104047,0.115060996114448
104051,0.03078465603354995
104058,0.07476305951833373
104063,0.0761022219249118
104066,0.12543785574449123
104087,0.046909672171795085
104089,0.05642191430651214
104095,0.045295165600613876
104098,0.1038654065778368
104104,0.04144090636482225
104110,0.08032934355799562
104120,0.06700047642451107
104122,0.07556379156228564
104131,0.15214926301607534
104132,0.10874146122471276
104135,0.03912250504565199
104136,0.04398379519031739
104149,0.2352687566988228
104150,0.0703151835906892
104156,0.09444572659906314
104165,0.06745777771381019
104175,0.08065276797425276
104179,0.08695726033643056
104184,0.025968518429502423
104206,0.028138763765634678
104216,0.3542933594762263
104230,0.07481080520072397
104257,0.06599375116035451
104272,0.07093390998636682
104273,0.07657900691063903
104278,0.0956596526075003
104294,0.16750450481329532
104295,0.07006503535974637
104297,0.12264335634884901
104298,0.08938642081818562
104308,0.05535657511539937
104318,0.11197066755392428
104319,0.11191465308936452
104320,0.17644778456748114
104327,0.0896878943754674
104334,0.11161281462402109
104344,0.040975183795119496
104350,0.0497842209851039
104351,0.12998321409088567
104354,0.050776795346436074
104369,0.1052925722166897
104376,0.05878824232481467
104381,0.10122571336009265
104384,0.08212316619496442
104391,0.03374151854291404
104394,0.039163733756976786
104398,0.09177739590005027
104402,0.04256506384044052
104408,0.10868291106416458
104409,0.054802419163030525
104410,0.14567412293142587
104412,0.06253132681005019
104417,0.0442058134093305
104424,0.07952108176351039
104426,0.02431545666418378
104435,0.08714274584850948
104445,0.07017577093692717
104458,0.07156212265552477
104460,0.03914652586298233
104466,0.04801351937606847
104472,0.03294572783327847
104473,0.07963595545354771
104479,0.05956145129930189
104480,0.02488641508568254
104482,0.03513503217643345
104499,0.05878824232481467
104501,0.07369776613551436
104502,0.02527151376583016
104506,0.11642915847372223
104510,0.04077523210458991
104512,0.04469672490388119
104520,0.05775491392749656
104528,0.08381162967643335
104529,0.043610282633645775
104541,0.03217246719035083
104578,0.0499079687549413
104584,0.07066839464647298
104588,0.19189821333307389
104602,0.1288629467529473
104610,0.08116370406415511
104611,0.07901102123261006
104618,0.039733759526652104
104620,0.0718271716537155
104622,0.045890574670118665
104624,0.053252355289286964
104625,0.10944162947852379
104634,0.10428508042300602
104639,0.09202985607292799
104646,0.029171260955658602
104647,0.07131125624901223
104652,0.025044365897255505
104670,0.057088765550476366
104677,0.06945039424830608
104685,0.0787184163508345
104691,0.0797534967433992
104696,0.08247782450317345
104699,0.030522091716531686
104712,0.11715011770600839
104714,0.053821475586281364
104717,0.1505750361740544
104718,0.05284252536791827
104740,0.10770182122898975
104741,0.025729400455581475
104743,0.046349388074771486
104744,0.030344797236853526
104747,0.054414325806802985
